location-long,location-lat
8.9978545,47.7382589
8.9984828,47.7409287
8.998488,47.7408391
8.9984266,47.7408231
8.9983147,47.7407818
8.9985267,47.7408188
8.998548,47.7408253
8.9981523,47.7411485
8.9981897,47.7411186
8.9965448,47.7407556
8.9938738,47.7410038
8.9896849,47.7389402
9.0087779,47.7273091
9.0087808,47.7272547
9.0087061,47.7274278
9.0087056,47.7273244
9.0086826,47.7273312
9.0086783,47.7273379
9.0088262,47.7273622
9.0086961,47.7273276
9.008692,47.7272863
9.0088789,47.7271965
9.008964,47.7270683
9.0089555,47.7271119
9.0090481,47.7270733
9.0090075,47.7270462
9.0090819,47.7271754
9.0090087,47.7268898
9.0167961,47.7171792
9.0168139,47.7170219
9.0166741,47.7170134
9.0169197,47.7165633
9.0136521,47.7192453
9.0134014,47.719817
9.0105708,47.7204855
9.0105196,47.7204639
9.0104102,47.7204581
9.0101202,47.7205965
9.0100885,47.7206112
9.0101064,47.7206652
9.0084165,47.7207511
9.0091319,47.7216461
9.009049,47.7215528
9.009248,47.72166
9.0093022,47.721695
9.009314,47.7216995
9.0092854,47.7216495
9.0093118,47.7217185
9.0092398,47.7218763
9.0092993,47.7217244
9.0093254,47.7217815
9.009126,47.7216569
9.0092545,47.721705
9.0093995,47.7217714
9.0095176,47.7217155
9.0094183,47.7218295
9.0085256,47.721423
9.0061226,47.7218112
8.9992234,47.7254874
8.9989939,47.7254721
8.999054,47.7253603
8.9989587,47.7254171
8.9989788,47.7254042
8.9990616,47.7250948
8.9984952,47.7256316
8.9982642,47.7259217
8.9984568,47.7257126
8.9985498,47.7255897
9.0002111,47.7247573
9.0001976,47.7247673
9.0002667,47.7248466
9.0002033,47.7247596
9.0000628,47.7254894
8.9875211,47.7384335
9.0003591,47.7376249
9.0013778,47.7375781
9.0014562,47.7375978
9.0014574,47.7375805
9.0015078,47.7375899
9.0014604,47.7375594
9.0006748,47.7371494
9.0006418,47.7379112
9.0000575,47.7368941
9.0002279,47.7374026
9.0002655,47.7372978
9.0004163,47.7370718
9.0008777,47.7369581
9.0012034,47.7376702
9.0013804,47.7376348
9.000174,47.7373821
8.9969013,47.7369931
8.9975704,47.7368593
8.9868464,47.7382597
8.9863015,47.7376374
8.9861305,47.7375286
8.9863808,47.7374763
8.9861069,47.7375576
8.9862937,47.7367446
8.9874046,47.7358639
8.9873726,47.7358867
8.9873155,47.7359039
8.9869149,47.7361647
8.987117,47.7360721
8.9867847,47.7362279
8.9868239,47.7361942
8.9858912,47.737086
8.985973,47.7371134
9.003827,47.7296492
9.009105,47.7271244
9.0096278,47.7266456
9.0095995,47.7265851
9.0096674,47.7264881
9.0096908,47.7264797
9.0096569,47.7264342
9.0096081,47.7265331
9.0095539,47.7265923
9.0095348,47.7265865
9.0095371,47.7266461
9.0094827,47.7267042
9.0093419,47.7268209
9.009602,47.7264248
9.0096208,47.7264664
9.0106434,47.7262044
9.0096215,47.7264241
9.0097724,47.7264373
9.0100378,47.7263884
9.009684,47.7264064
9.0096908,47.7264495
9.0096463,47.7264445
9.0096988,47.7264708
9.0096985,47.726362
9.0096521,47.726421
9.0096397,47.7264338
9.0096252,47.7264431
9.0096509,47.7264369
9.0096153,47.7264401
9.0098142,47.726444
9.0097138,47.7264326
9.0096058,47.7264222
9.0096545,47.726421
9.0095602,47.7264511
9.0099109,47.7263152
9.0095855,47.7264329
9.0095789,47.7264196
9.0096224,47.7264183
9.0085992,47.7273146
9.008565,47.7272897
9.0085888,47.7273516
9.0086726,47.7273479
9.0088222,47.7272114
9.0088486,47.7271978
9.0086731,47.7274078
8.998179,47.7411083
8.9971181,47.7421008
8.9861266,47.7376797
8.9861858,47.7377647
8.9859699,47.7375792
8.9862549,47.7375382
9.001519,47.7376986
9.0018117,47.7377564
8.9889361,47.7383584
8.9998023,47.7249798
9.0001944,47.7247665
9.0001324,47.724845
9.0001825,47.724814
9.0010576,47.7245918
9.0008257,47.7247581
9.0007932,47.7248278
9.0008109,47.7247125
9.0007874,47.7247206
9.000814,47.7247416
9.0008308,47.7247435
9.000829,47.7247435
9.0008226,47.7247657
9.0008776,47.7246841
9.0009695,47.724715
9.0010842,47.7246814
9.001053,47.7246856
9.0010178,47.7247456
9.0007512,47.7247423
9.0009457,47.7248273
9.0009247,47.7247716
9.0009678,47.7247908
9.000797,47.7247604
9.0008359,47.7247865
9.0007982,47.7247596
9.000858,47.7247653
9.0008667,47.7247504
9.0009545,47.7247763
9.0013634,47.7247739
9.0012124,47.7247447
9.0011676,47.7246742
9.0011017,47.7245337
9.0063969,47.7248425
8.9905553,47.7387134
8.9966824,47.740433
9.0049267,47.7245548
9.0063013,47.7249083
9.0063352,47.7248547
9.0063287,47.7247956
8.9987718,47.7256043
8.9986467,47.7255599
8.9986534,47.7256163
8.9988276,47.7254517
8.9989658,47.7254372
8.9994358,47.7256472
8.9989685,47.7253851
8.9990167,47.7254965
8.9990218,47.7254236
8.999158,47.7253858
8.9983298,47.7252176
8.9987224,47.7254133
9.0088934,47.7210556
9.007826,47.7219922
9.0079943,47.7220887
9.0079011,47.722095
9.0080133,47.7221205
9.0080148,47.7221237
9.0079938,47.7220811
9.007867,47.7222184
,
8.9850936,47.7398085
8.9842213,47.7404383
8.9851475,47.7386132
8.9851861,47.7386919
8.9852142,47.7386595
8.9857486,47.738309
8.9859481,47.7379337
8.986014,47.7379279
,
8.9897877,47.735225
8.9862415,47.7368918
8.9863232,47.7369162
,
8.9858828,47.7382944
8.9857864,47.7382972
8.9859685,47.7378514
8.9855835,47.738281
8.985615,47.7382313
8.9857624,47.73807
,
8.9855096,47.7382575
8.9859625,47.7379506
8.9862214,47.7404023
8.9860781,47.7386048
8.9859511,47.7378801
8.9859317,47.7378897
8.9859434,47.7379093
8.9857832,47.7379696
8.9858953,47.7380562
8.9859085,47.7379137
8.9859302,47.7379264
8.9860963,47.7376227
8.9860859,47.7376542
8.9862326,47.7374888
8.9859889,47.7377825
8.9861227,47.7376392
8.9862308,47.7376029
,
,
,
8.9861353,47.7375926
8.9860568,47.7376899
,
8.986123,47.7376643
8.9861741,47.7376842
,
8.9860848,47.7376601
8.9861386,47.7376681
8.9861117,47.7376617
8.9861703,47.7376861
8.9863287,47.7376351
8.9857281,47.7376732
8.9861259,47.7376795
8.986364,47.7376312
8.986337,47.7376523
8.9861153,47.737617
8.9860929,47.7376603
8.9860608,47.7375967
8.9862014,47.7376088
,
8.9861591,47.7376583
8.9855789,47.7382172
8.9860685,47.7380656
8.9856691,47.7381985
8.9856137,47.7383422
8.9855845,47.7383367
8.9856345,47.7382221
8.9855806,47.7381888
8.9859462,47.7379274
8.9860575,47.7378673
8.9869439,47.7365197
8.9973673,47.7345435
9.0006093,47.7338017
9.0057416,47.7358683
9.006633,47.735599
9.0078766,47.7359409
9.0079799,47.7358727
9.0080971,47.7357666
9.0079778,47.7357991
9.0080849,47.7358184
9.0081046,47.7357551
9.0080692,47.7357708
9.0080936,47.7357504
9.0081716,47.7356546
9.0081891,47.7356998
9.0066178,47.7354307
8.9947682,47.7359379
8.9861515,47.7378255
8.9845693,47.7384721
8.9856162,47.7382402
8.9855961,47.7381878
8.9845693,47.7389666
8.9888615,47.7368106
8.9967644,47.7348045
9.0046246,47.7355631
9.0062995,47.7356529
9.0062958,47.7356628
9.0063167,47.7356682
9.0063319,47.7356777
9.0062915,47.7357199
9.0063099,47.7358479
9.0062988,47.7357885
9.0064496,47.7358086
9.0067496,47.7359941
9.0063071,47.7356802
9.0064885,47.7356374
9.0065407,47.7357024
9.006536,47.7357036
9.0065484,47.7356862
9.0065495,47.7357018
9.0065331,47.7356637
9.0066347,47.7357346
9.0065915,47.7356012
9.0065928,47.7357299
9.0064929,47.7357464
9.0065225,47.7357596
9.0066344,47.7357579
8.9999432,47.7352868
8.9896252,47.7368416
8.9883175,47.7360077
8.9963047,47.7342453
8.9998031,47.7339454
8.9997305,47.7339142
9.0053271,47.7355403
9.0084003,47.7356467
9.0084008,47.7356439
9.0062986,47.7356905
9.0062946,47.7356998
9.0003605,47.7351417
8.990238,47.7365759
8.9875644,47.7359304
8.9909916,47.7356734
8.9931573,47.7343968
8.9931275,47.7343745
8.9931061,47.734362
8.9930406,47.7341945
8.9931498,47.7343392
8.9912101,47.7369081
8.9865378,47.7367533
8.9898194,47.7354815
8.9929008,47.7342732
8.9997074,47.7338921
8.9997941,47.7337144
8.9997019,47.7338901
9.0035767,47.7349357
9.0063486,47.735713
9.0063374,47.7357136
9.0067516,47.7357919
9.0067025,47.7358483
9.0066867,47.7357867
9.0066621,47.7358267
9.0066459,47.7357651
9.0066586,47.7357362
9.0066874,47.7357358
9.006681,47.7357218
9.0066741,47.7357448
9.0067412,47.7357322
9.0067318,47.7356126
9.006699,47.7356497
9.0067412,47.7357521
9.0067217,47.7358438
9.0066439,47.7358075
9.0066471,47.7357917
9.0066173,47.7357855
9.0066697,47.7357913
8.9955644,47.7354021
8.9860799,47.7374432
8.9860926,47.7376461
8.9861054,47.7375877
8.9859085,47.7372549
8.9860661,47.7376347
8.9859947,47.7377046
8.9859964,47.7377
,
8.9861659,47.7376007
8.9861036,47.7376615
8.9860446,47.7376647
8.9857701,47.7379286
,
,
,
,
,
8.9861318,47.7376064
,
8.986425,47.7375826
8.9861054,47.7376435
8.9859998,47.7376099
,
8.9858531,47.7376542
8.9861219,47.737613
,
8.9861389,47.7376164
8.9861232,47.7376782
8.9860894,47.7376942
8.9860716,47.7376972
,
8.9859608,47.7375554
8.9859322,47.7374265
8.9858646,47.737535
,
8.9910606,47.7393824
8.9939648,47.7379637
9.0017416,47.7373209
9.0014478,47.7245834
9.0010972,47.7247177
9.0001875,47.7246885
9.000158,47.7247096
9.0007882,47.7248273
9.0008523,47.7248773
9.0003872,47.7252467
8.9970745,47.7264166
9.0002668,47.7247365
8.9973096,47.7267434
8.9973624,47.7267245
8.9991538,47.7266213
8.9981612,47.7267171
9.0050688,47.7263383
9.0049676,47.7263647
9.0051372,47.7264023
9.0061832,47.7259562
9.006449,47.7250975
9.0061123,47.7248635
9.0060891,47.7248734
9.0060857,47.7248697
9.0060817,47.7248927
9.0061281,47.7248418
9.0061036,47.7248522
9.006125,47.7248786
9.0055998,47.7246664
9.0055779,47.7246607
9.0055425,47.7246467
9.0041159,47.7262631
9.0036342,47.7264387
9.0036296,47.7265049
9.0036911,47.7265873
9.0035692,47.7265034
9.0035713,47.7265154
9.0035479,47.7265296
9.0035192,47.7265297
9.0035082,47.7265066
9.0035307,47.7265441
9.0035623,47.7265342
8.996343,47.7266789
8.9962223,47.7266409
8.9932373,47.7275289
8.9925032,47.7282366
8.9927851,47.7277428
8.9782938,47.7338515
8.9789339,47.7334892
9.0427853,47.7033926
9.0438318,47.7046153
9.04212,47.7050924
9.0422607,47.7056798
9.0422204,47.7056542
9.0415643,47.7068152
9.0416177,47.7070744
9.0414873,47.7070853
9.0424237,47.7059518
9.0422425,47.7062188
9.042255,47.7062154
9.0417017,47.7041184
9.0426587,47.7045714
9.0068926,47.6990573
9.0048203,47.6984327
9.0048112,47.6982587
9.0047736,47.6983472
9.0048404,47.698318
9.0048343,47.6983173
9.0076559,47.6986558
9.002548,47.7005138
9.0036168,47.6995717
9.0038754,47.6994002
9.0109516,47.6996961
9.0069125,47.7235359
9.0053136,47.7245149
9.0002595,47.7249535
9.0065882,47.7252853
9.0040863,47.7265116
9.0040725,47.7264946
9.004052,47.7264858
9.0040013,47.7264756
9.0035801,47.7265406
9.0050749,47.7263355
9.0015808,47.7247878
9.0015829,47.7247984
9.0015715,47.7247976
9.001582,47.7247823
9.0016169,47.7248358
9.0015971,47.7247838
9.001627,47.7248429
9.0523272,47.7167446
9.0570881,47.7043222
9.0568454,47.7037766
9.0572511,47.7042976
9.0422761,47.7058128
9.0426352,47.7051754
9.0422442,47.7061785
9.0401378,47.700496
9.0416329,47.7000713
9.0416465,47.7001263
9.042519,47.6990047
9.0436052,47.6986723
9.0433576,47.6989514
9.0431505,47.6991767
9.0416233,47.7002287
9.0408752,47.7015643
9.0424071,47.7051898
9.0423145,47.7057135
9.0422839,47.7057765
9.0420325,47.7066041
9.0095545,47.7235078
9.0094677,47.7233506
9.0094497,47.7234209
9.0094426,47.7234155
9.0094347,47.7234437
9.0094484,47.7233596
9.0092158,47.7236772
9.0092704,47.7237365
9.0092453,47.7237339
9.0092157,47.7237396
9.0091804,47.7237457
9.0091509,47.7237468
9.0091878,47.7237539
9.0096042,47.7233936
9.0095145,47.7234784
9.0095178,47.7234622
9.0093239,47.7235882
9.0098833,47.7232402
9.010018,47.7230919
9.009613,47.7234435
9.0096451,47.7233584
9.0096764,47.7234224
9.0087761,47.723086
9.0096069,47.7233761
9.0096018,47.723329
9.0096031,47.7233795
9.0099578,47.7233632
9.0085784,47.7212302
9.0415025,47.7069127
9.0419323,47.7066117
9.0416829,47.7069218
9.0430289,47.6992224
9.0431882,47.6958711
9.0430888,47.698755
9.0436489,47.698573
9.0407464,47.704141
9.0431459,47.7030532
9.0406156,47.7078058
8.9961629,47.7270036
8.996658,47.7264345
9.0184583,47.7168159
9.0244153,47.713593
9.024928,47.7129236
9.021681,47.7151506
9.0265608,47.7112386
8.9728276,47.6739517
8.9696202,47.6714674
8.9690768,47.6717556
8.9687675,47.6717328
8.9641998,47.6705869
8.9689437,47.6715774
8.9692028,47.6719713
8.9692085,47.671921
8.9691318,47.6718837
8.9692469,47.6719459
8.9692962,47.6719792
8.9692485,47.6718957
8.9692279,47.6719181
8.9692177,47.671845
8.9692592,47.6718999
8.9692319,47.67188
8.9692614,47.6718935
8.969292,47.6718557
8.9692031,47.6719187
8.9695854,47.6718519
8.9711117,47.6702268
8.9819846,47.7320531
8.9809605,47.733221
8.9798238,47.7337022
8.98134,47.7330813
8.9816859,47.7329411
8.981442,47.7330089
8.9819737,47.7328342
8.9819576,47.7330586
8.9763996,47.7341008
8.981282,47.7330688
8.9791942,47.733548
8.9792696,47.7339567
8.9793551,47.7337943
8.9790752,47.7336463
8.9796298,47.7338598
8.9802046,47.7333104
8.9793368,47.7339334
8.978735,47.7337553
8.9792366,47.7337541
8.9786696,47.7336916
8.979497,47.7338041
8.9798175,47.7329989
8.9962258,47.7242173
8.9941584,47.7242569
8.9922716,47.7242808
8.9892324,47.7269809
8.9893328,47.7293374
8.9891541,47.7294956
8.9855317,47.7304139
8.9794648,47.7332853
8.9886066,47.729535
8.9899815,47.7295357
8.9897946,47.7294557
8.9892413,47.7295483
8.9417679,47.7306917
8.9417682,47.7307039
8.9417752,47.7307029
8.9417367,47.7307111
8.9417564,47.7306926
8.941753,47.7306758
8.9417621,47.7306752
8.941955,47.7308622
8.9418176,47.7309136
8.9418071,47.7309352
8.9418183,47.7309285
8.9418406,47.7309589
8.9418096,47.7309056
8.9418138,47.730928
8.9418272,47.7309265
8.9811371,47.7331318
8.9810173,47.7330486
8.9817476,47.7332906
8.9810096,47.7331688
8.9788374,47.7338958
8.9786625,47.7337347
8.979066,47.7336233
8.9793893,47.7338559
8.9791396,47.7336324
8.9791625,47.7339325
8.979822,47.7334885
8.9813994,47.7332744
8.9814937,47.733292
8.9816996,47.7332571
,
8.9811129,47.7328618
8.978949,47.7335438
8.9793271,47.7338096
8.9807705,47.7325567
8.9923803,47.7279256
8.9895533,47.7273908
8.9892317,47.7261197
8.9898723,47.7250781
8.9887286,47.7241725
8.9880824,47.7228419
8.9874473,47.7217914
8.9417775,47.7306579
8.9419477,47.7309223
8.9419419,47.7309229
8.9419353,47.7308168
8.942013,47.73074
8.9419769,47.7308724
8.9419579,47.7308731
8.9419619,47.7309081
8.941984,47.7308554
8.9419619,47.7308829
8.9419495,47.7308939
8.9419515,47.730882
8.9419083,47.7308372
8.9418158,47.730831
8.9418427,47.7308405
8.941867,47.7308192
8.9418058,47.7308428
8.9418078,47.7308301
8.9417916,47.7308031
8.941788,47.7308154
8.9418218,47.7308441
8.9417148,47.7309256
8.9826288,47.7322984
8.9926738,47.7279002
8.9821523,47.733104
8.9814469,47.7331766
8.9798907,47.7331579
8.9809145,47.7327751
8.9815268,47.732961
8.9815257,47.7329971
8.9928035,47.7278222
8.991226,47.7293224
8.9917774,47.7289816
8.9917929,47.728982
8.9916745,47.7287618
8.991816,47.7287176
8.993511,47.727642
8.9934016,47.7277377
8.9930977,47.7268799
8.9936673,47.7278197
8.9934515,47.7276498
8.9932989,47.7275041
8.99069,47.7273559
8.990455,47.7261344
8.99097,47.725492
8.9927045,47.7276728
8.9916579,47.7290642
8.9918722,47.7289795
8.9914603,47.7294098
8.9919028,47.7289876
8.991865,47.7289983
8.9932653,47.7280505
8.993397,47.7280294
8.9924417,47.7282399
8.9934375,47.7267844
